10;09/11/2022;10221;10164;2563.4;10.01;CART HIPERCARD PAGSEGURO;CNF 1275084012 / NFC-e 000035213
10;09/11/2022;10221;10164;929.0;10.01;CART MASTERCARD PAGSEGURO;CNF 1274903870 / NFC-e 000043745
10;09/11/2022;10221;10164;58.2;10.01;CART MASTERCARD PAGSEGURO;CNF 1274904057 / RC 1275133559 / NFC-e 000013434
10;09/11/2022;10221;10164;541.56;10.01;CART MASTERCARD PAGSEGURO;CNF 1275084081 / RC 1275528459 / NFC-e 000010098
10;09/11/2022;10221;10164;939.0;10.01;CART MASTERCARD PAGSEGURO;CNF 1275169810 / NFC-e 000013462
10;09/11/2022;10221;10164;787.95;10.01;CART MASTERCARD PAGSEGURO;CNF 1275292415 / RC 1275430195 / NFC-e 000013452
10;10/11/2022;10221;10164;269.2;10.01;CART MASTERCARD PAGSEGURO;CNF 1275410469 / RC 1275626786 / NFC-e 000013463
10;09/11/2022;10221;10164;1077.76;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013429
10;09/11/2022;10221;10164;140.56;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013431
10;09/11/2022;10221;10164;157.18;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013438
10;09/11/2022;10221;10164;399.15;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000043748
10;09/11/2022;10221;10164;167.94;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013442
10;09/11/2022;10221;10164;229.12;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013428
10;09/11/2022;10221;10164;414.72;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013430
10;09/11/2022;10221;10164;159.24;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013449
10;09/11/2022;10221;10164;225.15;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013450
10;09/11/2022;10221;10164;95.0;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013455
10;09/11/2022;10221;10164;161.4;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013453
10;10/11/2022;10221;10164;449.01;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013464
10;09/11/2022;45764;10164;298.0;10.01;CART VISA CREDITO PAGSEGURO;CNF 1275054167
10;10/11/2022;45764;10164;2131.16;10.01;CART VISA CREDITO PAGSEGURO;CNF 1275054327 / RC 1275551915 / NFC-e 000013458
10;09/11/2022;45764;10164;407.16;10.01;CART VISA CREDITO PAGSEGURO;CNF 1275083938
10;09/11/2022;45764;10164;197.2;10.01;CART VISA CREDITO PAGSEGURO;CNF 1275292541 / RC 1275454694 / NFC-e 000013454
10;10/11/2022;45764;10164;725.34;10.01;CART VISA CREDITO PAGSEGURO;NFC-e 000013465
10;10/11/2022;10221;10164;744.8;10.01;CART MAESTRO PAGSEGURO;CNF 1275410357 / NFC-e 000013456
