"4o. Agrupamento","Descrição","Crédito","Emissão","Valor"
"Cart Mastercard Rede","NFC-e 000021560",,"04/07/2019","699"
"Cart Mastercard Rede","NFC-e 000021561",,"04/07/2019","57,6"
"Cart Mastercard Rede","NFC-e 000022011",,"05/07/2019","117,78"
"Cart Mastercard Rede","NFC-e 000022016",,"05/07/2019","215,56"
"Cart Mastercard Rede","NFC-e 000021576",,"04/07/2019","1403,4"
"Cart Mastercard Rede","NFC-e 000021581",,"04/07/2019","280,4"
"Cart Mastercard Rede","NFC-e 000021582",,"05/07/2019","210,9"
"Cart Mastercard Rede","NFC-e 000021584",,"05/07/2019","289,01"
"Cart Mastercard Rede","NFC-e 000022012",,"05/07/2019","156,7"
"Cart Mastercard Rede","NFC-e 000022023",,"05/07/2019","249,01"
"Cart Mastercard Rede","NFC-e 000022026",,"05/07/2019","169,92"
"Cart Mastercard Rede","NFC-e 000021592",,"05/07/2019","159,01"
"Cart Mastercard Rede","NFC-e 000022019",,"05/07/2019","279,01"
"Cart Mastercard Rede","NFC-e 000021589",,"05/07/2019","1237,01"
"Cart Mastercard Rede","NFC-e 000022024",,"05/07/2019","129"
"Cart Mastercard Rede","NFC-e 000021600",,"05/07/2019","121,08"
"Cart Mastercard Rede","NFC-e 000022034",,"05/07/2019","132"
"Cart Mastercard Rede","NFC-e 000021625",,"05/07/2019","56,8"
"Cart Mastercard Rede","NFC-e 000021631",,"06/07/2019","379,01"
"Cart Mastercard Rede","NFC-e 000022066",,"06/07/2019","84"
"Cart Mastercard Rede","NFC-e 000021632",,"06/07/2019","1198,02"
"Cart Mastercard Rede","NFC-e 000021635",,"06/07/2019","129,01"
"Cart Mastercard Rede","NFC-e 000021620",,"05/07/2019","999"
"Cart Mastercard Rede","NFC-e 000022054",,"06/07/2019","70,11"
"Cart Mastercard Rede","NFC-e 000022058",,"06/07/2019","215,56"
"Cart Mastercard Rede","NFC-e 000022044",,"05/07/2019","279,01"
"Cart Mastercard Rede","NFC-e 000022057",,"06/07/2019","149,01"
"Cart Mastercard Rede","NFC-e 000022059",,"06/07/2019","120,02"
"Cart Mastercard Rede","NFC-e 000022060",,"06/07/2019","389,5"
"Cart Mastercard Rede","NFC-e 000021628",,"06/07/2019","1010,76"
"Cart Mastercard Rede","NFC-e 000021609",,"05/07/2019","81,8"
"Cart Mastercard Rede","NFC-e 000021610",,"05/07/2019","143,58"
"Cart Mastercard Rede","NFC-e 000022040",,"05/07/2019","169,92"
"Cart Mastercard Rede","NFC-e 000022063",,"06/07/2019","169,92"
"Cart Mastercard Rede","NFC-e 000021636",,"06/07/2019","600"
"Cart Mastercard Rede","NFC-e 000021639",,"06/07/2019","599,01"
"Cart Mastercard Rede","NFC-e 000021645",,"06/07/2019","73,04"
"Cart Mastercard Rede","NFC-e 000021649",,"06/07/2019","289,01"
"Cart Mastercard Rede","NFC-e 000022092",,"06/07/2019","100,38"
"Cart Mastercard Rede","NFC-e 000021637",,"06/07/2019","99"
"Cart Mastercard Rede","NFC-e 000021638",,"06/07/2019","40,93"
"Cart Mastercard Rede","NFC-e 000022089",,"06/07/2019","100,38"
"Cart Mastercard Rede","NFC-e 000022091",,"06/07/2019","279"
"Cart Mastercard Rede","NFC-e 000021722",,"07/07/2019","447,1"
"Cart Mastercard Rede","NFC-e 000021727",,"08/07/2019","1425,95"
"Cart Mastercard Rede","NFC-e 000021733",,"08/07/2019","1267,32"
"Cart Mastercard Rede","NFC-e 000022097",,"06/07/2019","103,16"
"Cart Mastercard Rede","NFC-e 000021656",,"06/07/2019","71,66"
"Cart Mastercard Rede","NFC-e 000021698",,"07/07/2019","780"
"Cart Mastercard Rede","NFC-e 000022099",,"06/07/2019","122,72"
"Cart Mastercard Rede","NFC-e 000021658",,"06/07/2019","399"
"Cart Mastercard Rede","NFC-e 000021677",,"06/07/2019","169,92"
"Cart Mastercard Rede","NFC-e 000022108",,"07/07/2019","104,55"
"Cart Mastercard Rede","NFC-e 000021686",,"07/07/2019","399"
"Cart Mastercard Rede","NFC-e 000021663",,"06/07/2019","172,24"
"Cart Mastercard Rede","NFC-e 000021664",,"06/07/2019","122,72"
"Cart Mastercard Rede","NFC-e 000021662",,"06/07/2019","217,7"
"Cart Mastercard Rede","NFC-e 000021689",,"07/07/2019","622,66"
"Cart Mastercard Rede","NFC-e 000021691",,"07/07/2019","99"
"Cart Mastercard Rede","NFC-e 000021695",,"07/07/2019","699,01"
"Cart Mastercard Rede","NFC-e 000021697",,"07/07/2019","85,26"
"Cart Mastercard Rede","NFC-e 000021679",,"07/07/2019","123,27"
"Cart Mastercard Rede","NFC-e 000022114",,"07/07/2019","169,01"
"Cart Mastercard Rede","NFC-e 000021703",,"07/07/2019","577,14"
"Cart Mastercard Rede","NFC-e 000021711",,"07/07/2019","629"
"Cart Mastercard Rede","NFC-e 000021714",,"07/07/2019","479,01"
"Cart Mastercard Rede","NFC-e 000022120",,"07/07/2019","189,01"
"Cart Mastercard Rede","NFC-e 000022118",,"07/07/2019","159,01"
"Cart Mastercard Rede","NFC-e 000022079",,"16/07/2019","379"
"Cart Mastercard Rede","NFC-e 000022070",,"16/07/2019","169,92"
"Cart Mastercard Rede","NFC-e 000022341",,"16/07/2019","36,5"
"Cart Mastercard Rede","NFC-e 000022072",,"16/07/2019","1006,08"
"Cart Mastercard Rede","NFC-e 000022339",,"16/07/2019","117,78"
"Cart Mastercard Rede","NFC-e 000022075",,"16/07/2019","1147,1"
"Cart Mastercard Rede","NFC-e 000022366",,"17/07/2019","143,44"
"Cart Mastercard Rede","NFC-e 000022363",,"17/07/2019","99,01"
"Cart Mastercard Rede","NFC-e 000022094",,"17/07/2019","70,11"
"Cart Mastercard Rede","NFC-e 000022370",,"17/07/2019","66,6"
"Cart Mastercard Rede","NFC-e 000022097",,"17/07/2019","217,7"
"Cart Mastercard Rede","NFC-e 000022369",,"17/07/2019","122,72"
"Cart Mastercard Rede","NFC-e 000022095",,"17/07/2019","397,09"
"Cart Mastercard Rede","NFC-e 000022100",,"17/07/2019","169,92"
"Cart Mastercard Rede","NFC-e 000022101",,"17/07/2019","129,01"
"Cart Mastercard Rede","NFC-e 000022379",,"17/07/2019","418,92"
"Cart Mastercard Rede","NFC-e 000022135",,"18/07/2019","198,02"
"Cart Mastercard Rede","NFC-e 000022103",,"17/07/2019","165,28"
"Cart Mastercard Rede","NFC-e 000022110",,"17/07/2019","532,4"
"Cart Mastercard Rede","NFC-e 000022386",,"17/07/2019","288,83"
"Cart Mastercard Rede","NFC-e 000022122",,"17/07/2019","1090,9"
"Cart Mastercard Rede","NFC-e 000022391",,"17/07/2019","264"
"Cart Mastercard Rede","NFC-e 000022113",,"17/07/2019","88,84"
"Cart Mastercard Rede","NFC-e 000022388",,"17/07/2019","1136"
"Cart Mastercard Rede","NFC-e 000022119",,"17/07/2019","1278,9"
"Cart Mastercard Rede","NFC-e 000022130",,"18/07/2019","780"
"Cart Mastercard Rede","NFC-e 000022139",,"18/07/2019","397,6"
"Cart Mastercard Rede","NFC-e 000022396",,"18/07/2019","70,67"
"Cart Mastercard Rede","NFC-e 000022146",,"18/07/2019","269,01"
"Cart Mastercard Rede","NFC-e 000022149",,"18/07/2019","501,72"
"Cart Mastercard Rede","NFC-e 000022398",,"18/07/2019","198,78"
"Cart Mastercard Rede","NFC-e 000022402",,"18/07/2019","413,76"
"Cart Mastercard Rede","NFC-e 000022167",,"18/07/2019","99"
"Cart Mastercard Rede","NFC-e 000022404",,"18/07/2019","149,9"
"Cart Mastercard Rede","NFC-e 000022405",,"18/07/2019","169,92"
"Cart Mastercard Rede","NFC-e 000022172",,"18/07/2019","1369,5"
"Cart Mastercard Rede","NFC-e 000022180",,"18/07/2019","117,78"
"Cart Mastercard Rede","NFC-e 000022162",,"18/07/2019","215,56"
"Cart Mastercard Rede","NFC-e 000022166",,"18/07/2019","1101,9"
"Cart Mastercard Rede","NFC-e 000022403",,"18/07/2019","48,98"
"Cart Mastercard Rede","NFC-e 000022169",,"18/07/2019","289,01"
"Cart Mastercard Rede","NFC-e 000022191",,"19/07/2019","889,01"
"Cart Mastercard Rede","NFC-e 000022192",,"19/07/2019","760,8"
"Cart Mastercard Rede","NFC-e 000022182",,"19/07/2019","780"
"Cart Mastercard Rede","NFC-e 000022184",,"19/07/2019","1637,5"
"Cart Mastercard Rede","NFC-e 000022185",,"19/07/2019","66,6"
"Cart Mastercard Rede","NFC-e 000022189",,"19/07/2019","599,01"
"Cart Mastercard Rede","NFC-e 000022190",,"19/07/2019","1000"
"Cart Mastercard Rede","NFC-e 000022197",,"19/07/2019","154,53"
"Cart Mastercard Rede","NFC-e 000022200",,"19/07/2019","1080"
"Cart Mastercard Rede","NFC-e 000022203",,"19/07/2019","1991,1"
"Cart Mastercard Rede","NFC-e 000022198",,"19/07/2019","1520,4"
"Cart Mastercard Rede","NFC-e 000022202",,"19/07/2019","154,53"
"Cart Mastercard Rede","NFC-e 000022208",,"19/07/2019","547,75"
"Cart Mastercard Rede","NFC-e 000022215",,"19/07/2019","379,01"
"Cart Mastercard Rede","NFC-e 000022417",,"20/07/2019","193,35"
"Cart Mastercard Rede","NFC-e 000022209",,"19/07/2019","397,09"
"Cart Mastercard Rede","NFC-e 000022414",,"20/07/2019","62,4"
"Cart Mastercard Rede","NFC-e 000022224",,"20/07/2019","291,76"
"Cart Mastercard Rede","NFC-e 000022418",,"20/07/2019","149"
"Cart Mastercard Rede","NFC-e 000022419",,"20/07/2019","420,2"
"Cart Mastercard Rede","NFC-e 000022426",,"20/07/2019","138,8"
"Cart Mastercard Rede","NFC-e 000022422",,"20/07/2019","159"
"Cart Mastercard Rede","NFC-e 000022427",,"20/07/2019","379,01"
"Cart Mastercard Rede","NFC-e 000022437",,"20/07/2019","279,01"
"Cart Mastercard Rede","NFC-e 000022441",,"20/07/2019","289,01"
"Cart Mastercard Rede","NFC-e 000022240",,"20/07/2019","169"
"Cart Mastercard Rede","NFC-e 000022445",,"20/07/2019","167,6"
"Cart Mastercard Rede","NFC-e 000022230",,"20/07/2019","193,35"
"Cart Mastercard Rede","NFC-e 000022232",,"20/07/2019","129,01"
"Cart Mastercard Rede","NFC-e 000022266",,"21/07/2019","439,01"
"Cart Mastercard Rede","NFC-e 000022267",,"21/07/2019","279"
"Cart Mastercard Rede","NFC-e 000022451",,"20/07/2019","790,8"
"Cart Mastercard Rede","NFC-e 000022449",,"20/07/2019","169,92"
"Cart Mastercard Rede","NFC-e 000022249",,"20/07/2019","149"
"Cart Mastercard Rede","NFC-e 000022280",,"21/07/2019","549,01"
"Cart Mastercard Rede","NFC-e 000022278",,"21/07/2019","80,25"
"Cart Mastercard Rede","NFC-e 000022306",,"22/07/2019","172,24"
"Cart Mastercard Rede","NFC-e 000022288",,"21/07/2019","99,01"
"Cart Mastercard Rede","NFC-e 000022289",,"21/07/2019","70,11"
"Cart Mastercard Rede","NFC-e 000022297",,"21/07/2019","175,84"
"Cart Mastercard Rede","NFC-e 000022285",,"21/07/2019","75,6"
"Cart Mastercard Rede","NFC-e 000022286",,"21/07/2019","692,77"
"Cart Mastercard Rede","NFC-e 000022464",,"21/07/2019","99"
"Cart Mastercard Rede","NFC-e 000022287",,"21/07/2019","108,32"
"Cart Mastercard Rede","NFC-e 000022465",,"21/07/2019","169,92"
"Cart Mastercard Rede","NFC-e 000022313",,"22/07/2019","41,16"
"Cart Mastercard Rede","NFC-e 000022475",,"22/07/2019","161,82"
"Cart Mastercard Rede","NFC-e 000022310",,"22/07/2019","279,01"
"Cart Mastercard Rede","NFC-e 000022311",,"22/07/2019","149,01"
"Cart Mastercard Rede","NFC-e 000022479",,"22/07/2019","162,24"
"Cart Mastercard Rede","NFC-e 000022317",,"22/07/2019","447,1"
"Cart Mastercard Rede","NFC-e 000022329",,"23/07/2019","1392,9"
"Cart Mastercard Rede","NFC-e 000022339",,"23/07/2019","485,7"
"Cart Mastercard Rede","NFC-e 000022487",,"23/07/2019","143,44"
"Cart Mastercard Rede","NFC-e 000022488",,"23/07/2019","36"
"Cart Mastercard Rede","NFC-e 000022489",,"23/07/2019","123,27"
"Cart Mastercard Rede","NFC-e 000022495",,"23/07/2019","789,01"
"Cart Mastercard Rede","NFC-e 000022496",,"23/07/2019","789,01"
"Cart Mastercard Rede","NFC-e 000022331",,"23/07/2019","106,4"
"Cart Mastercard Rede","NFC-e 000022333",,"23/07/2019","107,48"
"Cart Mastercard Rede","NFC-e 000022335",,"23/07/2019","42,9"
"Cart Mastercard Rede","NFC-e 000022356",,"24/07/2019","75,6"
"Cart Mastercard Rede","NFC-e 000022365",,"24/07/2019","1009,9"
"Cart Mastercard Rede","NFC-e 000022366",,"24/07/2019","560,7"
"Cart Mastercard Rede","NFC-e 000022358",,"24/07/2019","739,01"
"Cart Mastercard Rede","NFC-e 000022360",,"24/07/2019","249,01"
"Cart Mastercard Rede","NFC-e 000022361",,"24/07/2019","159,01"
"Cart Mastercard Rede","NFC-e 000022370",,"24/07/2019","499,01"
"Cart Mastercard Rede","NFC-e 000022380",,"24/07/2019","1006,6"
"Cart Mastercard Rede","NFC-e 000022383",,"25/07/2019","1392,9"
"Cart Mastercard Rede","NFC-e 000022518",,"25/07/2019","69,39"
"Cart Mastercard Rede","NFC-e 000022392",,"25/07/2019","209,76"
"Cart Mastercard Rede","NFC-e 000022393",,"25/07/2019","10"
"Cart Mastercard Rede","NFC-e 000022509",,"25/07/2019","129"
"Cart Mastercard Rede","NFC-e 000022511",,"25/07/2019","297,18"
"Cart Mastercard Rede","NFC-e 000022387",,"25/07/2019","99"
"Cart Mastercard Rede","NFC-e 000022409",,"25/07/2019","124,92"
"Cart Mastercard Rede","NFC-e 000022530",,"25/07/2019","116,49"
"Cart Mastercard Rede","NFC-e 000022402",,"25/07/2019","178,02"
"Cart Mastercard Rede","NFC-e 000022526",,"25/07/2019","289,01"
"Cart Mastercard Rede","NFC-e 000022404",,"25/07/2019","145,76"
"Cart Mastercard Rede","NFC-e 000022541",,"26/07/2019","99,01"
"Cart Mastercard Rede","NFC-e 000022550",,"26/07/2019","144"
"Cart Mastercard Rede","NFC-e 000022410",,"26/07/2019","70,36"
"Cart Mastercard Rede","NFC-e 000022543",,"26/07/2019","289,01"
"Cart Mastercard Rede","NFC-e 000022544",,"26/07/2019","189,01"
"Cart Mastercard Rede","NFC-e 000022432",,"26/07/2019","498"
"Cart Mastercard Rede","NFC-e 000022437",,"26/07/2019","134,6"
"Cart Mastercard Rede","NFC-e 000022555",,"26/07/2019","442,62"
"Cart Mastercard Rede","NFC-e 000022556",,"26/07/2019","176,82"
"Cart Mastercard Rede","NFC-e 000022560",,"26/07/2019","279,01"
"Cart Mastercard Rede","NFC-e 000022430",,"26/07/2019","334,5"
"Cart Mastercard Rede","NFC-e 000022440",,"26/07/2019","162,85"
"Cart Mastercard Rede","NFC-e 000022441",,"26/07/2019","560,7"
"Cart Mastercard Rede","NFC-e 000022442",,"26/07/2019","198,78"
"Cart Mastercard Rede","NFC-e 000022449",,"27/07/2019","98,76"
"Cart Mastercard Rede","NFC-e 000022450",,"27/07/2019","985,45"
"Cart Mastercard Rede","NFC-e 000022434",,"26/07/2019","488,22"
"Cart Mastercard Rede","NFC-e 000022435",,"26/07/2019","50,6"
"Cart Mastercard Rede","NFC-e 000022438",,"26/07/2019","379"
"Cart Mastercard Rede","NFC-e 000022566",,"27/07/2019","1644,49"
"Cart Mastercard Rede","NFC-e 000022569",,"27/07/2019","129,01"
"Cart Mastercard Rede","NFC-e 000022451",,"27/07/2019","289,01"
"Cart Mastercard Rede","NFC-e 000022581",,"27/07/2019","529,01"
"Cart Mastercard Rede","NFC-e 000022584",,"27/07/2019","2140,33"
"Cart Mastercard Rede","NFC-e 000022577",,"27/07/2019","137,66"
"Cart Mastercard Rede","NFC-e 000022465",,"27/07/2019","390,09"
"Cart Mastercard Rede","NFC-e 000022590",,"27/07/2019","201,48"
"Cart Mastercard Rede","NFC-e 000022460",,"27/07/2019","379,01"
"Cart Mastercard Rede","NFC-e 000022463",,"27/07/2019","125,12"
"Cart Mastercard Rede","NFC-e 000022597",,"28/07/2019","599,01"
"Cart Mastercard Rede","NFC-e 000022595",,"28/07/2019","306,36"
"Cart Mastercard Rede","NFC-e 000022457",,"27/07/2019","41,5"
"Cart Mastercard Rede","NFC-e 000022459",,"27/07/2019","689,01"
"Cart Mastercard Rede","NFC-e 000022458",,"27/07/2019","169,01"
"Cart Mastercard Rede","NFC-e 000022474",,"28/07/2019","399,01"
"Cart Mastercard Rede","NFC-e 000022475",,"28/07/2019","379,01"
"Cart Mastercard Rede","NFC-e 000022506",,"29/07/2019","36"
"Cart Mastercard Rede","NFC-e 000022480",,"28/07/2019","169,92"
"Cart Mastercard Rede","NFC-e 000022497",,"28/07/2019","560,7"
"Cart Mastercard Rede","NFC-e 000022607",,"28/07/2019","295,4"
"Cart Mastercard Rede","NFC-e 000022509",,"29/07/2019","204,2"
"Cart Mastercard Rede","NFC-e 000022526",,"29/07/2019","341,1"
"Cart Mastercard Rede","NFC-e 000022630",,"29/07/2019","779,01"
"Cart Mastercard Rede","NFC-e 000022644",,"31/07/2019","985,5"
"Cart Mastercard Rede","NFC-e 000022588",,"31/07/2019","889"
"Cart Mastercard Rede","NFC-e 000022537",,"30/07/2019","289,01"
"Cart Mastercard Rede","NFC-e 000022538",,"30/07/2019","689,01"
"Cart Mastercard Rede","NFC-e 000022544",,"30/07/2019","121,08"
"Cart Mastercard Rede","NFC-e 000022545",,"30/07/2019","547,06"
"Cart Mastercard Rede","NFC-e 000022633",,"29/07/2019","174,55"
"Cart Mastercard Rede","NFC-e 000022534",,"30/07/2019","599,01"
"Cart Mastercard Rede","NFC-e 000022536",,"30/07/2019","196,38"
"Cart Mastercard Rede","NFC-e 000022550",,"30/07/2019","694,68"
"Cart Mastercard Rede","NFC-e 000022555",,"30/07/2019","609,01"
"Cart Mastercard Rede","NFC-e 000022610",,"29/07/2019","221,28"
"Cart Mastercard Rede","NFC-e 000022164",,"18/07/2019","1392,9"
"Cart Mastercard Rede","NFC-e 000022393",,"18/07/2019","99,01"
"Cart Mastercard Rede","NFC-e 000022147",,"18/07/2019","279"
"Cart Mastercard Rede","NFC-e 000022156",,"18/07/2019","136,95"
"Cart Mastercard Rede","NFC-e 000022485",,"28/07/2019","114,56"
"Cart Mastercard Rede","NFC-e 000022488",,"28/07/2019","122,72"
"Cart Mastercard Rede","NFC-e 000022492",,"28/07/2019","53,4"
"Cart Mastercard Rede","NFC-e 000022428",,"26/07/2019","539,5"
"Cart Mastercard Rede","NFC-e 000022517",,"29/07/2019","758,02"
"Cart Mastercard Rede","NFC-e 000022523",,"29/07/2019","1288,96"
"Cart Mastercard Rede","NFC-e 000022493",,"28/07/2019","98,76"
"Cart Mastercard Rede","NFC-e 000022494",,"28/07/2019","155"
"Cart Mastercard Rede","NFC-e 000022495",,"28/07/2019","63,9"
"Cart Mastercard Rede","NFC-e 000022028",,"15/07/2019","169,01"
"Cart Mastercard Rede","NFC-e 000022032",,"15/07/2019","1101,9"
"Cart Mastercard Rede","NFC-e 000022033",,"15/07/2019","167,6"
"Cart Mastercard Rede","NFC-e 000022036",,"15/07/2019","39,5"
"Cart Mastercard Rede","NFC-e 000022558",,"30/07/2019","165,28"
"Cart Mastercard Rede","NFC-e 000022639",,"30/07/2019","49,9"
"Cart Mastercard Rede","NFC-e 000022566",,"31/07/2019","169,92"
"Cart Mastercard Rede","NFC-e 000022568",,"31/07/2019","133,2"
"Cart Mastercard Rede","NFC-e 000022570",,"31/07/2019","129"
"Cart Mastercard Rede","NFC-e 000022571",,"31/07/2019","279"
"Cart Mastercard Rede","NFC-e 000022572",,"31/07/2019","849,01"
"Cart Mastercard Rede","NFC-e 000022596",,"31/07/2019","509,01"
"Cart Mastercard Rede","NFC-e 000022604",,"31/07/2019","452,4"
"Cart Mastercard Rede","NFC-e 000022582",,"31/07/2019","167,6"
"Cart Mastercard Rede","NFC-e 000022584",,"31/07/2019","560"
"Cart Mastercard Rede","NFC-e 000022595",,"31/07/2019","400,65"
"Cart Mastercard Rede","NFC-e 000022650",,"31/07/2019","186,16"
"Cart Mastercard Rede","NFC-e 000022599",,"31/07/2019","379,01"
"Cart Mastercard Rede","NFC-e 000022668",,"31/07/2019","156,38"
"Cart Mastercard Rede","NFC-e 000022655",,"31/07/2019","379,01"
"Cart Mastercard Rede","NFC-e 000022662",,"31/07/2019","189,01"
"Cart Fortbrasil","CNF 164077091 / NFC-e 000026109",,"05/07/2019","3229,3"
"Cart Fortbrasil","CNF 177704503 / NFC-e 000026115",,"06/07/2019","569,4"
"Cart Fortbrasil","CNF 216877654 / NFC-e 000022303",,"21/07/2019","699,9"
"Cart Fortbrasil","CNF 257459546 / NFC-e 000022425 / RC 259846112",,"26/07/2019","1123,99"
"Cart Fortbrasil","NFe 000027053",,"16/07/2019","280,4"
"Cart Fortbrasil","NFe 000027054",,"16/07/2019","1252,4"
"Cart Fortbrasil","NFC-e 000022175",,"10/07/2019","649"
"Cart Fortbrasil","NFC-e 000021558",,"04/07/2019","850"
"Cart Fortbrasil","NFC-e 000021879",,"11/07/2019","459"
"Cart Fortbrasil","NFC-e 000021925",,"11/07/2019","169,92"
"Cart Fortbrasil","NFC-e 000022111",,"07/07/2019","279"
"Cart Fortbrasil","NFC-e 000022106",,"06/07/2019","1009,01"
"Cart Fortbrasil","NFC-e 000022125",,"17/07/2019","172,24"
"Cart Fortbrasil","NFC-e 000022170",,"18/07/2019","1240"
"Cart Fortbrasil","NFC-e 000022493",,"23/07/2019","599,01"
"Cart Fortbrasil","NFC-e 000022379",,"24/07/2019","700"
"Cart Fortbrasil","NFC-e 000022426",,"26/07/2019","104"
"Cart Fortbrasil","NFC-e 000022549",,"30/07/2019","379"
"Cart Fortbrasil","NFC-e 000022614",,"29/07/2019","1569,12"
"Cart Fortbrasil","NFC-e 000022549",,"26/07/2019","1052,3"
"Cart Fortbrasil","NFC-e 000022602",,"31/07/2019","379"
"Cart American Express Pagseguro","CNF 133677576 / NFC-e 000025920",,"03/07/2019","1507,28"
"Cart American Express Pagseguro","CNF 178182334 / NFC-e 000026120",,"07/07/2019","1070,69"
"Cart American Express Pagseguro","CNF 207160080 / RC 215341991 / NFC-e 000022227",,"20/07/2019","1199,5"
"Cart American Express Pagseguro","CNF 269616580 / NFC-e 000027252",,"29/07/2019","3513,51"
"Cart American Express Pagseguro","CNF 375206779 / NFC-e 000027110",,"28/07/2019","494,3"
"Cart American Express Pagseguro","CNF 1417838734 / NFe 000026968",,"08/07/2019","117,78"
"Cart American Express Pagseguro","CNF 1446016242 / NFC-e 000026291",,"09/07/2019","1137,32"
"Cart American Express Pagseguro","CNF 1515043323 / NFe 000026979",,"11/07/2019","2126,73"
"Cart American Express Pagseguro","CNF 1528832262 / NFC-e 000021914",,"11/07/2019","1237,01"
"Cart American Express Pagseguro","CNF 1530263430 / NFC-e 000026526",,"12/07/2019","457,4"
"Cart American Express Pagseguro","NFC-e 000021897",,"11/07/2019","413,76"
"Cart American Express Pagseguro","NFC-e 000022022",,"05/07/2019","562,37"
"Cart American Express Pagseguro","NFC-e 000022434",,"20/07/2019","78,52"
"Cart American Express Pagseguro","NFC-e 000022498",,"28/07/2019","2785,7"
"Cart American Express Pagseguro","NFC-e 000022625",,"29/07/2019","169"
"Cart American Express Pagseguro","NFC-e 000022490",,"28/07/2019","193,35"
"Cart Mais Rede","NFC-e 000021934",,"02/07/2019","130"
"Cart Mais Rede","NFC-e 000021481",,"02/07/2019","279,01"
"Cart Mais Rede","NFC-e 000021708",,"07/07/2019","732,06"
"Cart Mais Rede","NFC-e 000022362",,"17/07/2019","48,98"
"Cart Mais Rede","NFC-e 000022211",,"19/07/2019","289,01"
"Cart Mais Rede","NFC-e 000022244",,"20/07/2019","405,4"
"Cart Mais Rede","NFC-e 000022351",,"24/07/2019","66,64"
"Cart Mais Rede","NFC-e 000022338",,"23/07/2019","174,55"
"Cart Mais Rede","NFC-e 000022531",,"29/07/2019","139,01"
"Cart Mais Rede","NFC-e 000022532",,"29/07/2019","39,5"
"Cart Hipercard Pagseguro","CNF 129485007 / RC 131196589 / NFC-e 000021917",,"02/07/2019","162,3"
