500;09/11/2022;10221;10164;2563.4;10.01;CART HIPERCARD PAGSEGURO;CNF 1275084012 / NFC-e 000035213
500;09/11/2022;10221;10164;929.0;10.01;CART MASTERCARD PAGSEGURO;CNF 1274903870 / NFC-e 000043745
500;09/11/2022;10221;10164;58.2;10.01;CART MASTERCARD PAGSEGURO;CNF 1274904057 / RC 1275133559 / NFC-e 000013434
500;09/11/2022;10221;10164;541.56;10.01;CART MASTERCARD PAGSEGURO;CNF 1275084081 / RC 1275528459 / NFC-e 000010098
500;09/11/2022;10221;10164;939.0;10.01;CART MASTERCARD PAGSEGURO;CNF 1275169810 / NFC-e 000013462
500;09/11/2022;10221;10164;787.95;10.01;CART MASTERCARD PAGSEGURO;CNF 1275292415 / RC 1275430195 / NFC-e 000013452
500;10/11/2022;10221;10164;269.2;10.01;CART MASTERCARD PAGSEGURO;CNF 1275410469 / RC 1275626786 / NFC-e 000013463
500;09/11/2022;10221;10164;1077.76;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013429
500;09/11/2022;10221;10164;140.56;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013431
500;09/11/2022;10221;10164;157.18;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013438
500;09/11/2022;10221;10164;399.15;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000043748
500;09/11/2022;10221;10164;167.94;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013442
500;09/11/2022;10221;10164;229.12;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013428
500;09/11/2022;10221;10164;414.72;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013430
500;09/11/2022;10221;10164;159.24;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013449
500;09/11/2022;10221;10164;225.15;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013450
500;09/11/2022;10221;10164;95.0;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013455
500;09/11/2022;10221;10164;161.4;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013453
500;10/11/2022;10221;10164;449.01;10.01;CART MASTERCARD PAGSEGURO;NFC-e 000013464
500;09/11/2022;45764;10164;298.0;10.01;CART VISA CREDITO PAGSEGURO;CNF 1275054167
500;10/11/2022;45764;10164;2131.16;10.01;CART VISA CREDITO PAGSEGURO;CNF 1275054327 / RC 1275551915 / NFC-e 000013458
500;09/11/2022;45764;10164;407.16;10.01;CART VISA CREDITO PAGSEGURO;CNF 1275083938
500;09/11/2022;45764;10164;197.2;10.01;CART VISA CREDITO PAGSEGURO;CNF 1275292541 / RC 1275454694 / NFC-e 000013454
500;10/11/2022;45764;10164;725.34;10.01;CART VISA CREDITO PAGSEGURO;NFC-e 000013465
500;10/11/2022;10221;10164;744.8;10.01;CART MAESTRO PAGSEGURO;CNF 1275410357 / NFC-e 000013456
500;10/11/2022;10221;10164;1000.0;10.01;CART MAESTRO PAGSEGURO;CNF 1275410423 / NFC-e 000013460 / RC 1275584892
500;09/11/2022;10221;10164;929.0;10.01;CART MAESTRO PAGSEGURO;NFC-e 000013444
500;09/11/2022;10221;10164;449.01;10.01;CART MAESTRO PAGSEGURO;NFC-e 000013445
500;09/11/2022;10221;10164;118.0;10.01;CART MAESTRO PAGSEGURO;NFC-e 000013443
500;09/11/2022;45764;10164;1070.5;10.01;CART ELO DEBITO  PAGSEGURO;CNF 1275169733
500;10/11/2022;45764;10164;207.27;10.01;CART ELO DEBITO  PAGSEGURO;CNF 1275410423 / NFC-e 000013460 / RC 1275584892
500;10/11/2022;45764;10164;281.9;10.01;CART ELO DEBITO  PAGSEGURO;CNF 1275410584 / RC 1275655854 / NFC-e 000013467
500;09/11/2022;45764;10164;134.9;10.01;CART ELO DEBITO  PAGSEGURO;NFC-e 000013433
500;09/11/2022;45764;10164;159.01;10.01;CART VISA ELETRON PAGSEGURO;NFC-e 000013448
500;09/11/2022;10265;10164;600.0;10.01;CRÉDITO BANCÁRIO - TAILA SANTOS FREIRES;CNF 1275054167
500;10/11/2022;10072532;10164;684.04;10.01;CRÉDITO BANCÁRIO - DIOGO INACIO DE LIMA;CNF 1275054311 / NFC-e 000013466
500;10/11/2022;10072532;10164;219.0;10.01;CRÉDITO BANCÁRIO - GIANICE ELOI DE FRANÇA;NFC-e 000013475
500;09/11/2022;91392315;10164;119.0;10.01;CART CREDITO DEVOLUÇÃO;CNF 1274904057 / RC 1275133559 / NFC-e 000013434
500;10/11/2022;91392315;10164;783.03;10.01;CART CREDITO DEVOLUÇÃO;NFC-e 000013459
500;10/11/2022;91392315;10164;783.03;10.01;CART CREDITO DEVOLUÇÃO;NFC-e 000013461
